cash_type,money,coffee_name,Date,Time
card,37.72,Latte,5/30/2024,30:21.6
card,32.82,Americano with Milk,5/30/2024,37:05.4
card,37.72,Latte,5/30/2024,47:59.1
card,32.82,Americano with Milk,5/30/2024,56:15.5
card,23.02,Espresso,5/30/2024,16:15.7
card,23.02,Espresso,5/30/2024,17:38.7
card,37.72,Cappuccino,5/30/2024,53:11.2
card,37.72,Latte,5/30/2024,31:05.4
card,37.72,Hot Chocolate,5/30/2024,46:13.8
card,32.82,Americano with Milk,5/30/2024,47:21.6
card,32.82,Americano with Milk,5/31/2024,53:57.3
card,37.72,Latte,5/31/2024,21:07.8
card,37.72,Hot Chocolate,5/31/2024,38:07.9
card,37.72,Cocoa,5/31/2024,39:06.1
card,32.82,Americano with Milk,5/31/2024,50:13.0
card,37.72,Latte,5/31/2024,23:44.6
card,37.72,Latte,5/31/2024,25:03.3
card,37.72,Cappuccino,5/31/2024,06:39.2
card,32.82,Americano with Milk,5/31/2024,33:06.4
card,37.72,Latte,5/31/2024,34:32.9
card,37.72,Cappuccino,5/31/2024,05:47.1
card,32.82,Americano with Milk,5/31/2024,06:52.5
card,27.92,Cortado,5/31/2024,07:55.4
card,27.92,Cortado,6/1/2024,27:01.7
card,37.72,Latte,6/1/2024,48:24.7
card,37.72,Latte,6/1/2024,38:09.4
card,32.82,Americano with Milk,6/1/2024,28:53.7
card,32.82,Americano with Milk,6/1/2024,20:12.8
card,32.82,Americano with Milk,6/1/2024,21:15.4
card,37.72,Cappuccino,6/1/2024,50:10.5
card,37.72,Cappuccino,6/1/2024,51:13.6
card,37.72,Cocoa,6/1/2024,59:09.7
card,32.82,Americano with Milk,6/1/2024,51:05.0
card,37.72,Latte,6/2/2024,03:25.8
card,32.82,Americano with Milk,6/2/2024,24:02.4
card,37.72,Cappuccino,6/2/2024,25:07.2
card,32.82,Americano with Milk,6/2/2024,07:20.5
card,37.72,Latte,6/2/2024,30:12.4
card,37.72,Latte,6/3/2024,12:04.1
card,37.72,Latte,6/3/2024,27:49.8
card,37.72,Cappuccino,6/3/2024,31:42.3
card,32.82,Americano with Milk,6/3/2024,33:01.0
card,37.72,Latte,6/3/2024,34:06.9
card,27.92,Cortado,6/4/2024,23:42.9
card,32.82,Americano with Milk,6/4/2024,27:14.0
card,37.72,Latte,6/4/2024,02:10.2
card,37.72,Hot Chocolate,6/4/2024,05:29.2
card,37.72,Latte,6/4/2024,30:32.5
card,27.92,Cortado,6/4/2024,46:36.7
card,37.72,Cappuccino,6/4/2024,47:28.8
card,37.72,Hot Chocolate,6/4/2024,13:01.2
card,37.72,Cappuccino,6/4/2024,50:33.9
card,27.92,Cortado,6/4/2024,31:58.9
card,32.82,Americano with Milk,6/4/2024,33:02.6
card,32.82,Americano with Milk,6/4/2024,34:55.7
card,32.82,Americano with Milk,6/4/2024,36:06.9
card,32.82,Americano with Milk,6/4/2024,37:15.2
card,37.72,Cappuccino,6/5/2024,21:49.0
card,37.72,Cappuccino,6/5/2024,23:06.7
card,27.92,Americano,6/5/2024,22:43.1
card,37.72,Latte,6/5/2024,28:50.6
card,32.82,Americano with Milk,6/5/2024,40:53.2
card,32.82,Americano with Milk,6/5/2024,43:57.7
card,37.72,Latte,6/5/2024,59:53.5
card,37.72,Cocoa,6/5/2024,10:47.6
card,27.92,Cortado,6/5/2024,12:01.7
card,32.82,Americano with Milk,6/6/2024,52:56.4
card,32.82,Americano with Milk,6/6/2024,54:08.5
card,37.72,Latte,6/6/2024,36:09.7
card,27.92,Americano,6/6/2024,17:41.5
card,32.82,Americano with Milk,6/6/2024,11:14.2
card,37.72,Cappuccino,6/6/2024,24:06.2
card,37.72,Latte,6/6/2024,14:05.1
card,37.72,Latte,6/6/2024,15:42.2
card,37.72,Cappuccino,6/6/2024,18:26.7
card,32.82,Americano with Milk,6/6/2024,19:30.4
card,37.72,Latte,6/6/2024,21:04.4
card,37.72,Cappuccino,6/7/2024,18:04.3
card,23.02,Espresso,6/7/2024,35:28.1
card,32.82,Americano with Milk,6/7/2024,34:18.3
card,27.92,Cortado,6/7/2024,45:42.2
card,27.92,Cortado,6/7/2024,47:15.5
card,27.92,Cortado,6/8/2024,04:20.0
card,32.82,Americano with Milk,6/8/2024,26:11.2
card,37.72,Cappuccino,6/8/2024,24:54.3
card,37.72,Cappuccino,6/8/2024,25:56.3
card,37.72,Latte,6/9/2024,15:52.8
card,37.72,Latte,6/9/2024,30:04.5
card,37.72,Cappuccino,6/9/2024,52:05.8
card,27.92,Cortado,6/9/2024,04:41.3
card,23.02,Espresso,6/9/2024,07:08.1
card,37.72,Cappuccino,6/9/2024,52:49.6
card,32.82,Americano with Milk,6/9/2024,11:23.6
card,37.72,Latte,6/9/2024,13:08.1
card,37.72,Latte,6/9/2024,14:10.8
card,27.92,Cortado,6/9/2024,10:30.7
card,37.72,Cappuccino,6/9/2024,17:28.2
card,32.82,Americano with Milk,6/9/2024,21:19.3
card,27.92,Americano,6/9/2024,05:08.8
card,37.72,Cappuccino,6/10/2024,47:49.9
card,37.72,Latte,6/10/2024,56:48.3
card,37.72,Hot Chocolate,6/10/2024,04:28.1
card,37.72,Hot Chocolate,6/10/2024,05:22.8
card,37.72,Latte,6/10/2024,37:23.6
card,37.72,Latte,6/10/2024,38:19.7
card,32.82,Americano with Milk,6/11/2024,38:04.0
card,37.72,Latte,6/11/2024,48:25.3
card,37.72,Latte,6/11/2024,49:36.4
card,37.72,Hot Chocolate,6/11/2024,17:03.3
card,32.82,Americano with Milk,6/11/2024,27:41.9
card,32.82,Americano with Milk,6/11/2024,28:50.2
card,37.72,Hot Chocolate,6/12/2024,18:18.8
card,37.72,Cappuccino,6/12/2024,51:43.9
card,37.72,Latte,6/12/2024,41:17.2
card,37.72,Latte,6/12/2024,47:27.9
card,37.72,Hot Chocolate,6/12/2024,16:33.6
card,32.82,Americano with Milk,6/12/2024,25:34.2
card,27.92,Americano,6/13/2024,54:24.2
card,37.72,Latte,6/13/2024,57:25.6
card,32.82,Americano with Milk,6/13/2024,50:25.0
card,27.92,Cortado,6/13/2024,57:11.5
card,32.82,Americano with Milk,6/13/2024,04:58.6
card,37.72,Hot Chocolate,6/13/2024,27:46.6
card,37.72,Latte,6/13/2024,22:19.1
card,32.82,Americano with Milk,6/13/2024,20:51.8
card,23.02,Espresso,6/13/2024,43:46.0
card,23.02,Espresso,6/13/2024,45:00.6
card,32.82,Americano with Milk,6/13/2024,48:17.9
card,32.82,Americano with Milk,6/13/2024,02:28.4
card,27.92,Cortado,6/14/2024,46:13.2
card,27.92,Americano,6/14/2024,30:31.6
card,37.72,Latte,6/14/2024,14:41.7
card,32.82,Americano with Milk,6/14/2024,29:53.4
card,37.72,Cappuccino,6/15/2024,26:02.0
card,37.72,Latte,6/15/2024,21:28.1
card,32.82,Americano with Milk,6/15/2024,22:46.9
card,23.02,Espresso,6/15/2024,23:52.2
card,37.72,Cocoa,6/15/2024,24:35.1
card,32.82,Americano with Milk,6/15/2024,25:24.0
card,32.82,Americano with Milk,6/15/2024,03:29.9
card,27.92,Americano,6/15/2024,14:04.6
card,32.82,Americano with Milk,6/16/2024,43:51.5
card,37.72,Latte,6/16/2024,58:41.4
card,37.72,Hot Chocolate,6/16/2024,00:38.2
card,37.72,Hot Chocolate,6/16/2024,01:41.5
card,32.82,Americano with Milk,6/16/2024,49:27.6
card,23.02,Espresso,6/16/2024,00:39.0
card,32.82,Americano with Milk,6/16/2024,02:36.3
card,32.82,Americano with Milk,6/16/2024,05:10.4
card,37.72,Hot Chocolate,6/16/2024,43:59.6
card,37.72,Hot Chocolate,6/16/2024,47:36.5
card,32.82,Americano with Milk,6/16/2024,45:17.3
card,32.82,Americano with Milk,6/16/2024,46:16.6
card,27.92,Americano,6/17/2024,57:24.0
card,27.92,Cortado,6/17/2024,12:05.1
card,27.92,Cortado,6/17/2024,13:37.6
card,37.72,Cappuccino,6/17/2024,55:51.6
card,37.72,Cappuccino,6/17/2024,51:35.4
card,37.72,Cappuccino,6/17/2024,50:13.4
card,37.72,Cappuccino,6/17/2024,51:11.0
card,27.92,Americano,6/17/2024,52:36.3
card,27.92,Americano,6/17/2024,51:19.6
card,32.82,Americano with Milk,6/17/2024,16:11.5
card,27.92,Americano,6/18/2024,04:06.1
card,37.72,Cappuccino,6/18/2024,05:12.3
card,37.72,Cappuccino,6/18/2024,20:40.6
card,37.72,Cappuccino,6/18/2024,21:38.9
card,27.92,Cortado,6/18/2024,35:49.5
card,32.82,Americano with Milk,6/18/2024,20:49.5
card,32.82,Americano with Milk,6/18/2024,22:18.5
card,37.72,Latte,6/19/2024,47:19.8
card,27.92,Cortado,6/19/2024,17:54.5
card,27.92,Americano,6/19/2024,54:00.5
card,37.72,Latte,6/19/2024,11:27.8
card,37.72,Cocoa,6/19/2024,12:31.4
card,32.82,Americano with Milk,6/19/2024,21:36.3
card,37.72,Cappuccino,6/19/2024,28:43.4
card,37.72,Latte,6/19/2024,29:59.0
card,32.82,Americano with Milk,6/19/2024,31:31.3
card,37.72,Cappuccino,6/19/2024,28:59.5
card,32.82,Americano with Milk,6/19/2024,30:03.5
card,37.72,Latte,6/20/2024,50:06.5
card,37.72,Latte,6/20/2024,59:02.1
card,37.72,Latte,6/20/2024,00:00.2
card,37.72,Latte,6/20/2024,39:10.0
card,37.72,Latte,6/20/2024,57:40.6
card,32.82,Americano with Milk,6/20/2024,59:17.6
card,37.72,Latte,6/21/2024,59:55.9
card,27.92,Americano,6/21/2024,01:40.2
card,32.82,Americano with Milk,6/21/2024,19:19.4
card,32.82,Americano with Milk,6/21/2024,20:31.5
card,23.02,Espresso,6/21/2024,12:16.1
card,37.72,Latte,6/21/2024,30:26.7
card,37.72,Cappuccino,6/21/2024,47:06.2
card,37.72,Cappuccino,6/21/2024,48:06.7
card,37.72,Cappuccino,6/21/2024,49:54.5
card,37.72,Cappuccino,6/21/2024,51:00.2
card,27.92,Americano,6/21/2024,52:18.8
card,32.82,Americano with Milk,6/21/2024,55:37.1
card,27.92,Cortado,6/22/2024,39:50.3
card,32.82,Americano with Milk,6/22/2024,37:48.8
card,32.82,Americano with Milk,6/22/2024,53:15.5
card,37.72,Latte,6/22/2024,37:20.1
card,37.72,Cappuccino,6/22/2024,10:23.0
card,32.82,Americano with Milk,6/23/2024,12:01.4
card,32.82,Americano with Milk,6/23/2024,13:50.6
card,37.72,Cappuccino,6/23/2024,06:47.0
card,37.72,Latte,6/23/2024,29:07.8
card,37.72,Cappuccino,6/23/2024,30:36.4
card,32.82,Americano with Milk,6/24/2024,44:39.9
card,37.72,Cappuccino,6/24/2024,49:36.0
card,37.72,Cappuccino,6/24/2024,50:44.1
card,37.72,Latte,6/24/2024,02:29.0
card,37.72,Cappuccino,6/24/2024,46:00.6
card,37.72,Cappuccino,6/24/2024,47:00.4
card,37.72,Latte,6/25/2024,19:24.2
card,32.82,Americano with Milk,6/25/2024,28:26.4
card,32.82,Americano with Milk,6/25/2024,29:42.4
card,37.72,Cappuccino,6/25/2024,34:52.3
card,37.72,Latte,6/26/2024,33:01.7
card,23.02,Espresso,6/26/2024,32:29.5
card,27.92,Americano,6/26/2024,34:01.6
card,37.72,Latte,6/26/2024,21:53.3
card,37.72,Cappuccino,6/26/2024,27:00.8
card,32.82,Americano with Milk,6/26/2024,28:14.6
card,32.82,Americano with Milk,6/27/2024,15:43.2
card,27.92,Cortado,6/27/2024,16:11:48
card,32.82,Americano with Milk,6/27/2024,44:03.4
card,37.72,Cappuccino,6/27/2024,50:31.6
card,27.92,Cortado,6/28/2024,08:35.0
card,23.02,Espresso,6/28/2024,51:54.0
card,32.82,Americano with Milk,6/28/2024,50:55.4
card,37.72,Latte,6/28/2024,52:01.9
card,37.72,Cappuccino,6/28/2024,28:20.0
card,32.82,Americano with Milk,6/29/2024,47:10.3
card,32.82,Americano with Milk,6/29/2024,40:19.6
card,32.82,Americano with Milk,6/29/2024,41:26.6
card,37.72,Cappuccino,6/29/2024,30:24.4
card,37.72,Cappuccino,6/29/2024,31:42.6
card,37.72,Cappuccino,6/29/2024,23:43.6
card,37.72,Hot Chocolate,6/29/2024,24:52.4
card,37.72,Latte,6/29/2024,27:22.4
card,37.72,Latte,6/30/2024,28:09.8
card,23.02,Espresso,6/30/2024,05:50.6
card,37.72,Hot Chocolate,6/30/2024,54:41.7
card,32.82,Americano with Milk,6/30/2024,04:09.7
card,23.02,Espresso,7/1/2024,07:26.8
card,37.72,Cappuccino,7/1/2024,56:51.8
card,37.72,Cappuccino,7/1/2024,57:54.3
card,32.82,Americano with Milk,7/2/2024,42:54.1
card,27.92,Americano,7/2/2024,45:00.6
card,37.72,Latte,7/2/2024,48:05.2
card,27.92,Americano,7/2/2024,03:13.2
card,32.82,Americano with Milk,7/2/2024,31:24.3
card,32.82,Americano with Milk,7/2/2024,02:23.6
card,32.82,Americano with Milk,7/3/2024,51:14.9
card,37.72,Cappuccino,7/3/2024,01:16.6
card,37.72,Cappuccino,7/3/2024,50:25.2
card,32.82,Americano with Milk,7/3/2024,53:15.6
card,32.82,Americano with Milk,7/3/2024,54:22.9
card,37.72,Latte,7/3/2024,55:31.4
card,23.02,Espresso,7/3/2024,59:25.6
card,37.72,Cappuccino,7/3/2024,59:01.8
card,37.72,Latte,7/3/2024,06:09.1
card,32.82,Americano with Milk,7/4/2024,26:23.7
card,27.92,Americano,7/4/2024,27:30.3
card,37.72,Cocoa,7/5/2024,20:28.7
card,32.82,Americano with Milk,7/5/2024,43:43.1
card,32.82,Americano with Milk,7/5/2024,44:43.8
card,23.02,Espresso,7/5/2024,55:56.3
card,27.92,Americano,7/5/2024,55:07.8
card,23.02,Espresso,7/5/2024,11:56.5
card,27.92,Americano,7/5/2024,18:03.3
card,27.92,Americano,7/5/2024,18:56.9
card,37.72,Cappuccino,7/5/2024,20:01.1
card,32.82,Americano with Milk,7/5/2024,21:09.5
card,37.72,Latte,7/6/2024,28:06.8
card,32.82,Latte,7/6/2024,15:46.0
card,32.82,Latte,7/6/2024,17:01.0
card,32.82,Latte,7/6/2024,09:46.1
card,27.92,Americano with Milk,7/6/2024,10:39.6
card,32.82,Cappuccino,7/7/2024,04:20.2
card,27.92,Americano with Milk,7/7/2024,14:29.2
card,27.92,Americano with Milk,7/7/2024,15:36.8
card,32.82,Cappuccino,7/7/2024,28:48.9
card,32.82,Cappuccino,7/7/2024,29:56.2
card,32.82,Hot Chocolate,7/7/2024,56:30.2
card,32.82,Cocoa,7/7/2024,57:47.4
card,32.82,Latte,7/7/2024,07:50.3
card,32.82,Cappuccino,7/7/2024,33:27.2
card,32.82,Hot Chocolate,7/7/2024,01:31.7
card,27.92,Americano with Milk,7/7/2024,33:36.3
card,32.82,Latte,7/8/2024,33:07.7
card,23.02,Americano,7/8/2024,02:50.4
card,23.02,Americano,7/8/2024,40:24.4
card,27.92,Americano with Milk,7/8/2024,30:35.0
card,32.82,Latte,7/8/2024,14:46.2
card,27.92,Americano with Milk,7/9/2024,26:52.1
card,27.92,Americano with Milk,7/9/2024,40:28.8
card,27.92,Americano with Milk,7/9/2024,21:36.1
card,32.82,Cappuccino,7/9/2024,22:49.9
card,27.92,Americano with Milk,7/9/2024,42:59.5
card,23.02,Americano,7/10/2024,10:41.7
card,27.92,Americano with Milk,7/10/2024,28:53.7
card,32.82,Latte,7/10/2024,13:10.0
card,32.82,Hot Chocolate,7/11/2024,27:27.6
card,27.92,Americano with Milk,7/11/2024,48:18.7
card,32.82,Latte,7/11/2024,22:13.6
card,23.02,Americano,7/11/2024,30:58.5
card,23.02,Cortado,7/12/2024,03:17.5
card,32.82,Hot Chocolate,7/12/2024,48:33.4
card,32.82,Hot Chocolate,7/12/2024,33:25.6
card,32.82,Hot Chocolate,7/12/2024,34:14.3
card,32.82,Hot Chocolate,7/12/2024,35:29.5
card,32.82,Latte,7/13/2024,38:10.3
card,32.82,Latte,7/13/2024,41:38.1
card,23.02,Americano,7/14/2024,54:24.3
card,27.92,Americano with Milk,7/14/2024,55:30.5
card,32.82,Cappuccino,7/14/2024,56:30.3
card,32.82,Latte,7/14/2024,57:54.1
card,23.02,Americano,7/14/2024,02:11.8
card,32.82,Latte,7/14/2024,31:30.0
card,32.82,Cappuccino,7/15/2024,33:05.6
card,27.92,Americano with Milk,7/16/2024,23:37.5
card,32.82,Hot Chocolate,7/16/2024,29:25.5
card,27.92,Americano with Milk,7/17/2024,04:59.7
card,27.92,Americano with Milk,7/18/2024,10:13.4
card,18.12,Espresso,7/18/2024,11:23.4
card,23.02,Americano,7/18/2024,32:59.6
card,23.02,Americano,7/18/2024,34:48.4
card,23.02,Cortado,7/18/2024,35:51.5
card,32.82,Latte,7/18/2024,23:33.8
card,32.82,Cappuccino,7/18/2024,18:23.4
card,32.82,Latte,7/18/2024,30:50.6
card,32.82,Hot Chocolate,7/18/2024,19:41.8
card,32.82,Latte,7/18/2024,21:59.9
card,32.82,Latte,7/18/2024,46:18.7
card,23.02,Americano,7/19/2024,03:02.3
card,27.92,Americano with Milk,7/19/2024,16:20.5
card,32.82,Latte,7/19/2024,58:37.6
card,27.92,Americano with Milk,7/19/2024,59:55.4
card,32.82,Latte,7/19/2024,09:20.7
card,32.82,Cocoa,7/19/2024,11:22.1
card,32.82,Latte,7/19/2024,36:19.3
card,32.82,Latte,7/19/2024,37:35.8
card,23.02,Americano,7/20/2024,05:44.5
card,32.82,Latte,7/20/2024,06:48.7
card,23.02,Americano,7/20/2024,07:51.4
card,32.82,Latte,7/20/2024,00:53.6
card,32.82,Latte,7/20/2024,02:27.8
card,23.02,Americano,7/20/2024,39:21.0
card,32.82,Latte,7/20/2024,15:09.2
card,32.82,Cocoa,7/21/2024,30:55.8
card,32.82,Cappuccino,7/21/2024,39:28.8
card,23.02,Cortado,7/21/2024,34:30.8
card,32.82,Latte,7/21/2024,42:31.4
card,23.02,Americano,7/22/2024,13:23.1
card,23.02,Americano,7/22/2024,40:49.6
card,27.92,Americano with Milk,7/22/2024,15:37.3
card,32.82,Latte,7/22/2024,44:37.6
card,32.82,Latte,7/23/2024,12:56.2
card,23.02,Americano,7/23/2024,40:19.0
card,27.92,Americano with Milk,7/23/2024,44:53.8
card,32.82,Cocoa,7/23/2024,49:25.1
card,32.82,Latte,7/23/2024,51:10.4
card,23.02,Americano,7/23/2024,01:45.7
card,27.92,Americano with Milk,7/23/2024,03:36.5
card,27.92,Americano with Milk,7/23/2024,20:05.0
card,32.82,Latte,7/23/2024,21:01.3
card,32.82,Latte,7/23/2024,01:40.6
card,23.02,Americano,7/23/2024,23:13.5
card,23.02,Americano,7/23/2024,24:22.6
card,27.92,Americano with Milk,7/24/2024,16:09.8
card,27.92,Americano with Milk,7/24/2024,38:55.0
card,18.12,Espresso,7/24/2024,54:37.5
card,32.82,Cappuccino,7/24/2024,43:53.1
card,32.82,Latte,7/24/2024,55:13.8
card,18.12,Espresso,7/24/2024,45:49.8
card,32.82,Latte,7/24/2024,18:30.5
card,32.82,Cappuccino,7/24/2024,15:05.7
card,32.82,Cappuccino,7/24/2024,16:59.8
card,27.92,Americano with Milk,7/24/2024,17:36.8
card,23.02,Americano,7/24/2024,18:41.3
card,23.02,Americano,7/24/2024,25:17.5
card,23.02,Americano,7/25/2024,54:47.9
card,32.82,Latte,7/25/2024,49:18.4
card,27.92,Americano with Milk,7/25/2024,29:44.6
card,23.02,Americano,7/25/2024,26:04.7
card,32.82,Cappuccino,7/25/2024,25:06.5
card,32.82,Cappuccino,7/25/2024,21:00.8
card,23.02,Cortado,7/25/2024,06:01.3
card,18.12,Espresso,7/25/2024,06:50.0
card,23.02,Cortado,7/25/2024,38:51.3
card,32.82,Cocoa,7/25/2024,39:46.8
card,32.82,Latte,7/26/2024,33:01.3
card,27.92,Americano with Milk,7/26/2024,19:37.4
card,18.12,Espresso,7/26/2024,20:34.3
card,23.02,Cortado,7/26/2024,33:11.5
card,23.02,Cortado,7/26/2024,34:16.6
card,32.82,Latte,7/26/2024,59:07.9
card,32.82,Latte,7/26/2024,00:02.7
card,27.92,Americano with Milk,7/26/2024,47:13.9
card,27.92,Americano with Milk,7/26/2024,07:01.7
card,32.82,Cappuccino,7/26/2024,28:08.0
card,32.82,Cappuccino,7/26/2024,29:17.7
card,32.82,Latte,7/26/2024,09:56.1
card,23.02,Americano,7/26/2024,23:29.3
card,32.82,Cappuccino,7/26/2024,58:29.2
card,32.82,Latte,7/26/2024,15:09.6
card,27.92,Americano with Milk,7/26/2024,49:52.3
card,32.82,Cappuccino,7/27/2024,09:16.5
card,27.92,Americano with Milk,7/27/2024,55:31.4
card,27.92,Americano with Milk,7/27/2024,25:10.1
card,18.12,Espresso,7/27/2024,26:13.2
card,27.92,Americano with Milk,7/27/2024,33:23.1
card,18.12,Espresso,7/27/2024,28:41.9
card,32.82,Latte,7/27/2024,51:53.2
card,32.82,Cappuccino,7/27/2024,02:33.4
card,32.82,Cappuccino,7/27/2024,03:39.1
card,27.92,Americano with Milk,7/27/2024,09:00.4
card,27.92,Americano with Milk,7/27/2024,10:08.1
card,32.82,Latte,7/27/2024,55:20.2
card,32.82,Cappuccino,7/27/2024,56:23.9
card,18.12,Espresso,7/28/2024,07:25.9
card,27.92,Americano with Milk,7/28/2024,17:54.2
card,32.82,Latte,7/28/2024,18:52.2
card,32.82,Latte,7/29/2024,12:06.4
card,23.02,Americano,7/29/2024,04:48.0
card,27.92,Americano with Milk,7/29/2024,15:46.2
card,23.02,Americano,7/29/2024,19:44.1
card,27.92,Americano with Milk,7/29/2024,51:24.7
card,32.82,Cappuccino,7/29/2024,58:29.6
card,32.82,Hot Chocolate,7/29/2024,43:44.0
card,32.82,Hot Chocolate,7/29/2024,44:55.8
card,32.82,Cappuccino,7/29/2024,06:31.1
card,23.02,Americano,7/29/2024,30:16.3
card,32.82,Cocoa,7/29/2024,57:34.4
card,27.92,Americano with Milk,7/30/2024,41:10.9
card,23.02,Cortado,7/30/2024,05:07.2
card,32.82,Cappuccino,7/30/2024,20:51.1
card,27.92,Americano with Milk,7/30/2024,13:43.2
card,23.02,Cortado,7/30/2024,17:11.1
card,27.92,Americano with Milk,7/30/2024,19:34.2
card,32.82,Latte,7/30/2024,23:20.1
card,23.02,Americano,7/30/2024,12:07.4
card,18.12,Espresso,7/30/2024,13:16.2
card,27.92,Americano with Milk,7/30/2024,14:41.7
card,27.92,Americano with Milk,7/30/2024,16:01.6
card,27.92,Americano with Milk,7/30/2024,30:34.7
card,27.92,Americano with Milk,7/30/2024,31:40.8
card,32.82,Latte,7/30/2024,08:07.5
card,27.92,Americano with Milk,7/30/2024,16:09.6
card,23.02,Cortado,7/30/2024,08:52.9
card,27.92,Americano with Milk,7/30/2024,09:43.6
card,18.12,Espresso,7/30/2024,24:19.9
card,27.92,Americano with Milk,7/30/2024,53:51.9
card,27.92,Americano with Milk,7/30/2024,54:46.3
card,27.92,Americano with Milk,7/30/2024,57:02.3
card,32.82,Latte,7/30/2024,33:19.2
card,23.02,Americano,7/30/2024,15:21.5
card,32.82,Cappuccino,7/30/2024,16:19.3
card,27.92,Americano with Milk,7/31/2024,59:52.1
card,27.92,Americano with Milk,7/31/2024,37:41.9
card,27.92,Americano with Milk,7/31/2024,38:38.2
card,23.02,Americano,7/31/2024,54:45.3
card,23.02,Americano,7/31/2024,55:45.1
card,27.92,Americano with Milk,7/31/2024,58:15.9
card,32.82,Cocoa,7/31/2024,11:42.6
card,32.82,Latte,7/31/2024,14:00.3
card,27.92,Americano with Milk,7/31/2024,24:49.4
card,23.02,Cortado,7/31/2024,48:06.8
card,32.82,Latte,7/31/2024,04:15.0
card,23.02,Cortado,7/31/2024,22:38.9
card,32.82,Latte,7/31/2024,28:45.1
card,32.82,Cocoa,7/31/2024,46:42.4
card,23.02,Cortado,7/31/2024,50:07.4
card,32.82,Latte,7/31/2024,51:10.4
card,32.82,Cappuccino,7/31/2024,52:14.8
card,23.02,Cortado,7/31/2024,53:35.1
card,27.92,Americano with Milk,7/31/2024,59:25.0
card,32.82,Latte,7/31/2024,21:26:26
card,32.82,Latte,7/31/2024,54:11.8
card,32.82,Latte,7/31/2024,55:16.6
card,27.92,Americano with Milk,8/1/2024,31:00.1
card,27.92,Americano with Milk,8/1/2024,25:20.1
card,27.92,Americano with Milk,8/1/2024,04:14.1
card,27.92,Americano with Milk,8/1/2024,22:46.4
card,23.02,Cortado,8/1/2024,22:46.6
card,32.82,Cappuccino,8/1/2024,23:37.3
card,32.82,Cappuccino,8/1/2024,49:07.3
card,27.92,Americano with Milk,8/1/2024,43:43.8
card,27.92,Americano with Milk,8/1/2024,24:00.7
card,23.02,Americano,8/1/2024,26:07.3
card,23.02,Americano,8/1/2024,23:35.2
card,32.82,Cappuccino,8/1/2024,41:28.1
card,27.92,Americano with Milk,8/2/2024,01:54.2
card,27.92,Americano with Milk,8/2/2024,35:02.9
card,23.02,Cortado,8/2/2024,09:19.5
card,27.92,Americano with Milk,8/2/2024,08:35.3
card,32.82,Latte,8/2/2024,23:04.4
card,27.92,Americano with Milk,8/3/2024,53:46.7
card,27.92,Americano with Milk,8/3/2024,37:19.2
card,27.92,Americano with Milk,8/3/2024,38:41.0
card,27.92,Americano with Milk,8/3/2024,12:25.6
card,23.02,Cortado,8/3/2024,20:26.6
card,23.02,Cortado,8/3/2024,11:21:22
card,18.12,Espresso,8/3/2024,56:36.6
card,27.92,Americano with Milk,8/3/2024,57:31.3
card,27.92,Americano with Milk,8/3/2024,03:35.8
card,27.92,Americano with Milk,8/3/2024,53:59.9
card,32.82,Cappuccino,8/3/2024,38:42.0
card,32.82,Latte,8/3/2024,30:49.0
card,32.82,Latte,8/3/2024,33:06.3
card,32.82,Cappuccino,8/4/2024,18:37.3
card,27.92,Americano with Milk,8/4/2024,37:51.1
card,32.82,Cappuccino,8/4/2024,50:54.6
card,27.92,Americano with Milk,8/4/2024,52:33.0
card,32.82,Cappuccino,8/4/2024,33:52.1
card,32.82,Cappuccino,8/4/2024,35:05.9
card,23.02,Cortado,8/5/2024,50:05.8
card,27.92,Americano with Milk,8/5/2024,19:19.2
card,23.02,Cortado,8/5/2024,20:47.4
card,32.82,Cappuccino,8/5/2024,45:22.5
card,32.82,Latte,8/5/2024,05:57.7
card,32.82,Latte,8/5/2024,07:18.8
card,32.82,Latte,8/5/2024,44:24.5
card,27.92,Americano with Milk,8/5/2024,45:32.1
card,32.82,Latte,8/5/2024,20:02.7
card,32.82,Latte,8/5/2024,34:51.5
card,32.82,Cocoa,8/5/2024,49:30.9
card,32.82,Cocoa,8/5/2024,50:21.9
card,27.92,Americano with Milk,8/5/2024,43:48.2
card,23.02,Cortado,8/6/2024,21:03.3
card,32.82,Hot Chocolate,8/6/2024,32:32.3
card,32.82,Cappuccino,8/6/2024,40:49.2
card,32.82,Latte,8/6/2024,42:52.7
card,32.82,Cocoa,8/6/2024,44:05.1
card,32.82,Latte,8/6/2024,04:04.5
card,27.92,Americano with Milk,8/6/2024,05:23.1
card,32.82,Latte,8/6/2024,04:27.1
card,27.92,Americano with Milk,8/7/2024,55:48.5
card,23.02,Americano,8/7/2024,12:26.8
card,23.02,Americano,8/7/2024,13:40.7
card,18.12,Espresso,8/7/2024,11:16.2
card,23.02,Americano,8/7/2024,19:01.7
card,32.82,Latte,8/7/2024,36:22.7
card,32.82,Cocoa,8/7/2024,40:09.3
card,32.82,Cappuccino,8/7/2024,18:12.0
card,32.82,Latte,8/7/2024,28:56.7
card,32.82,Latte,8/7/2024,32:16.0
card,18.12,Espresso,8/8/2024,46:36.2
card,23.02,Cortado,8/8/2024,47:28.7
card,27.92,Americano with Milk,8/8/2024,27:05.4
card,23.02,Cortado,8/8/2024,43:19.6
card,23.02,Cortado,8/8/2024,44:15.0
card,32.82,Cappuccino,8/8/2024,57:53.3
